Double, -1, 10000, 0, 0, 0, 0, 0, 0, 1, 100, 100
2011-01-01T12:00:10Z, 2011-01-01T12:00:10Z, Good, Raw, Double, 399.81
2011-01-01T13:39:40Z, 2011-01-01T13:39:40Z, Good, Raw, Double, 362.82
2011-01-01T13:39:50Z, 2011-01-01T13:39:50Z, Good, Raw, Double, 660.21
2011-01-01T13:40:00Z, 2011-01-01T13:40:00Z, Good, Raw, Double, 914.61
2011-01-01T13:40:10Z, 2011-01-01T13:40:10Z, Good, Raw, Double, 82.36
2011-01-01T13:40:20Z, 2011-01-01T13:40:20Z, Good, Raw, Double, 348.10
2011-01-01T13:40:30Z, 2011-01-01T13:40:30Z, Good, Raw, Double, 40.01
2011-01-01T13:40:40Z, 2011-01-01T13:40:40Z, Good, Raw, Double, 952.06
2011-01-01T13:40:50Z, 2011-01-01T13:40:50Z, Good, Raw, Double, 750.85
2011-01-01T13:41:00Z, 2011-01-01T13:41:00Z, Good, Raw, Double, 373.66
2011-01-01T13:41:10Z, 2011-01-01T13:41:10Z, Good, Raw, Double, 367.50
2011-01-01T13:41:20Z, 2011-01-01T13:41:20Z, Good, Raw, Double, 51.41
2011-01-01T13:41:30Z, 2011-01-01T13:41:30Z, Good, Raw, Double, 447.67
2011-01-01T13:41:40Z, 2011-01-01T13:41:40Z, Good, Raw, Double, 938.50
2011-01-01T13:41:50Z, 2011-01-01T13:41:50Z, Good, Raw, Double, 89.76
2011-01-01T13:42:00Z, 2011-01-01T13:42:00Z, Good, Raw, Double, 834.36
2011-01-01T13:42:10Z, 2011-01-01T13:42:10Z, Good, Raw, Double, 531.94
2011-01-01T13:42:20Z, 2011-01-01T13:42:20Z, Good, Raw, Double, 350.17
2011-01-01T13:42:30Z, 2011-01-01T13:42:30Z, Good, Raw, Double, 973.96
2011-01-01T13:42:40Z, 2011-01-01T13:42:40Z, Good, Raw, Double, 415.69
2011-01-01T13:42:50Z, 2011-01-01T13:42:50Z, Good, Raw, Double, 966.03
2011-01-01T13:43:00Z, 2011-01-01T13:43:00Z, Good, Raw, Double, 389.18
2011-01-01T13:43:10Z, 2011-01-01T13:43:10Z, Good, Raw, Double, 345.63
2011-01-01T13:43:20Z, 2011-01-01T13:43:20Z, Good, Raw, Double, 528.84
2011-01-01T13:43:30Z, 2011-01-01T13:43:30Z, Good, Raw, Double, 883.17
2011-01-01T13:43:40Z, 2011-01-01T13:43:40Z, Good, Raw, Double, 900.58
2011-01-01T13:43:50Z, 2011-01-01T13:43:50Z, Good, Raw, Double, 914.60
2011-01-01T13:44:00Z, 2011-01-01T13:44:00Z, Good, Raw, Double, 806.84
2011-01-01T13:44:10Z, 2011-01-01T13:44:10Z, Good, Raw, Double, 522.89
2011-01-01T13:44:20Z, 2011-01-01T13:44:20Z, Good, Raw, Double, 407.61
2011-01-01T13:44:30Z, 2011-01-01T13:44:30Z, Good, Raw, Double, 600.12
2011-01-01T13:44:40Z, 2011-01-01T13:44:40Z, Good, Raw, Double, 402.32
2011-01-01T13:44:50Z, 2011-01-01T13:44:50Z, Good, Raw, Double, 512.20
2011-01-01T13:45:00Z, 2011-01-01T13:45:00Z, Good, Raw, Double, 714.48
2011-01-01T13:45:10Z, 2011-01-01T13:45:10Z, Good, Raw, Double, 446.17
2011-01-01T13:45:20Z, 2011-01-01T13:45:20Z, Good, Raw, Double, 325.78
2011-01-01T13:45:30Z, 2011-01-01T13:45:30Z, Good, Raw, Double, 3.58
2011-01-01T13:45:40Z, 2011-01-01T13:45:40Z, Good, Raw, Double, 139.67
2011-01-01T13:45:50Z, 2011-01-01T13:45:50Z, Good, Raw, Double, 95.09
2011-01-01T13:46:00Z, 2011-01-01T13:46:00Z, Good, Raw, Double, 199.62
2011-01-01T13:46:10Z, 2011-01-01T13:46:10Z, Good, Raw, Double, 47.38
2011-01-01T13:46:20Z, 2011-01-01T13:46:20Z, Good, Raw, Double, 710.49
2011-01-01T13:46:30Z, 2011-01-01T13:46:30Z, Good, Raw, Double, 970.74
2011-01-01T13:46:40Z, 2011-01-01T13:46:40Z, Good, Raw, Double, 470.06
2011-01-01T13:46:50Z, 2011-01-01T13:46:50Z, Good, Raw, Double, 731.77
2011-01-01T13:47:00Z, 2011-01-01T13:47:00Z, Good, Raw, Double, 362.59
2011-01-01T13:47:10Z, 2011-01-01T13:47:10Z, Good, Raw, Double, 671.42
2011-01-01T13:47:20Z, 2011-01-01T13:47:20Z, Good, Raw, Double, 766.14
2011-01-01T13:47:30Z, 2011-01-01T13:47:30Z, Good, Raw, Double, 182.89
2011-01-01T13:47:40Z, 2011-01-01T13:47:40Z, Good, Raw, Double, 638.22
2011-01-01T13:47:50Z, 2011-01-01T13:47:50Z, Good, Raw, Double, 516.33
2011-01-01T13:48:00Z, 2011-01-01T13:48:00Z, Good, Raw, Double, 296.88
2011-01-01T13:48:10Z, 2011-01-01T13:48:10Z, Good, Raw, Double, 326.77
2011-01-01T13:48:20Z, 2011-01-01T13:48:20Z, Good, Raw, Double, 147.12
2011-01-01T13:48:30Z, 2011-01-01T13:48:30Z, Good, Raw, Double, 967.83
2011-01-01T13:48:40Z, 2011-01-01T13:48:40Z, Good, Raw, Double, 504.84
2011-01-01T13:48:50Z, 2011-01-01T13:48:50Z, Good, Raw, Double, 207.26
2011-01-01T13:49:00Z, 2011-01-01T13:49:00Z, Good, Raw, Double, 629.16
2011-01-01T13:49:10Z, 2011-01-01T13:49:10Z, Good, Raw, Double, 484.27
2011-01-01T13:49:20Z, 2011-01-01T13:49:20Z, Good, Raw, Double, 306.62
2011-01-01T13:49:30Z, 2011-01-01T13:49:30Z, Good, Raw, Double, 373.50
2011-01-01T13:49:40Z, 2011-01-01T13:49:40Z, Good, Raw, Double, 751.03
2011-01-01T13:49:50Z, 2011-01-01T13:49:50Z, Good, Raw, Double, 632.52
2011-01-01T13:50:00Z, 2011-01-01T13:50:00Z, Good, Raw, Double, 155.05
2011-01-01T13:50:10Z, 2011-01-01T13:50:10Z, Good, Raw, Double, 873.54
2011-01-01T13:50:20Z, 2011-01-01T13:50:20Z, Good, Raw, Double, 548.59
2011-01-01T13:50:30Z, 2011-01-01T13:50:30Z, Good, Raw, Double, 193.62
2011-01-01T13:50:40Z, 2011-01-01T13:50:40Z, Good, Raw, Double, 759.80
2011-01-01T13:50:50Z, 2011-01-01T13:50:50Z, Good, Raw, Double, 714.14
2011-01-01T13:51:00Z, 2011-01-01T13:51:00Z, Good, Raw, Double, 526.63
2011-01-01T13:51:10Z, 2011-01-01T13:51:10Z, Good, Raw, Double, 970.20
2011-01-01T13:51:20Z, 2011-01-01T13:51:20Z, Good, Raw, Double, 169.70
2011-01-01T13:51:30Z, 2011-01-01T13:51:30Z, Good, Raw, Double, 494.52
2011-01-01T13:51:40Z, 2011-01-01T13:51:40Z, Good, Raw, Double, 510.61
2011-01-01T13:51:50Z, 2011-01-01T13:51:50Z, Good, Raw, Double, 528.00
2011-01-01T13:52:00Z, 2011-01-01T13:52:00Z, Good, Raw, Double, 168.56
2011-01-01T13:52:10Z, 2011-01-01T13:52:10Z, Good, Raw, Double, 307.36
2011-01-01T13:52:20Z, 2011-01-01T13:52:20Z, Good, Raw, Double, 520.28
2011-01-01T13:52:30Z, 2011-01-01T13:52:30Z, Good, Raw, Double, 995.77
2011-01-01T13:52:40Z, 2011-01-01T13:52:40Z, Good, Raw, Double, 726.26
2011-01-01T13:52:50Z, 2011-01-01T13:52:50Z, Good, Raw, Double, 232.90
2011-01-01T13:53:00Z, 2011-01-01T13:53:00Z, Good, Raw, Double, 89.04
2011-01-01T13:53:10Z, 2011-01-01T13:53:10Z, Good, Raw, Double, 41.57
2011-01-01T13:53:20Z, 2011-01-01T13:53:20Z, Good, Raw, Double, 506.78
2011-01-01T13:53:30Z, 2011-01-01T13:53:30Z, Good, Raw, Double, 757.45
2011-01-01T13:53:40Z, 2011-01-01T13:53:40Z, Good, Raw, Double, 597.37
2011-01-01T13:53:50Z, 2011-01-01T13:53:50Z, Good, Raw, Double, 246.85
2011-01-01T13:54:00Z, 2011-01-01T13:54:00Z, Good, Raw, Double, 999.84
2011-01-01T13:54:10Z, 2011-01-01T13:54:10Z, Good, Raw, Double, 825.12
2011-01-01T13:54:20Z, 2011-01-01T13:54:20Z, Good, Raw, Double, 472.36
2011-01-01T13:54:30Z, 2011-01-01T13:54:30Z, Good, Raw, Double, 119.86
2011-01-01T13:54:40Z, 2011-01-01T13:54:40Z, Good, Raw, Double, 380.70
2011-01-01T13:54:50Z, 2011-01-01T13:54:50Z, Good, Raw, Double, 870.20
2011-01-01T13:55:00Z, 2011-01-01T13:55:00Z, Good, Raw, Double, 540.51
2011-01-01T13:55:10Z, 2011-01-01T13:55:10Z, Good, Raw, Double, 654.19
2011-01-01T13:55:20Z, 2011-01-01T13:55:20Z, Good, Raw, Double, 322.93
2011-01-01T13:55:30Z, 2011-01-01T13:55:30Z, Good, Raw, Double, 793.20
2011-01-01T13:55:40Z, 2011-01-01T13:55:40Z, Good, Raw, Double, 192.91
2011-01-01T13:55:50Z, 2011-01-01T13:55:50Z, Good, Raw, Double, 148.67
2011-01-01T13:56:00Z, 2011-01-01T13:56:00Z, Good, Raw, Double, 370.15
2011-01-01T13:56:10Z, 2011-01-01T13:56:10Z, Good, Raw, Double, 161.32
2011-01-01T13:56:20Z, 2011-01-01T13:56:20Z, Good, Raw, Double, 297.62
2011-01-01T13:56:30Z, 2011-01-01T13:56:30Z, Good, Raw, Double, 218.99
2011-01-01T13:56:40Z, 2011-01-01T13:56:40Z, Good, Raw, Double, 25.31
2011-01-01T13:56:50Z, 2011-01-01T13:56:50Z, Good, Raw, Double, 892.96
2011-01-01T13:57:00Z, 2011-01-01T13:57:00Z, Good, Raw, Double, 238.95
2011-01-01T13:57:10Z, 2011-01-01T13:57:10Z, Good, Raw, Double, 50.92
2011-01-01T13:57:20Z, 2011-01-01T13:57:20Z, Good, Raw, Double, 337.78
2011-01-01T13:57:30Z, 2011-01-01T13:57:30Z, Good, Raw, Double, 753.84
2011-01-01T13:57:40Z, 2011-01-01T13:57:40Z, Good, Raw, Double, 413.35
2011-01-01T13:57:50Z, 2011-01-01T13:57:50Z, Good, Raw, Double, 65.99
2011-01-01T13:58:00Z, 2011-01-01T13:58:00Z, Good, Raw, Double, 305.08
2011-01-01T13:58:10Z, 2011-01-01T13:58:10Z, Good, Raw, Double, 926.92
2011-01-01T13:58:20Z, 2011-01-01T13:58:20Z, Good, Raw, Double, 503.12
2011-01-01T13:58:30Z, 2011-01-01T13:58:30Z, Good, Raw, Double, 972.11
2011-01-01T13:58:40Z, 2011-01-01T13:58:40Z, Good, Raw, Double, 749.16
2011-01-01T13:58:50Z, 2011-01-01T13:58:50Z, Good, Raw, Double, 464.02
2011-01-01T13:59:00Z, 2011-01-01T13:59:00Z, Good, Raw, Double, 688.97
2011-01-01T13:59:10Z, 2011-01-01T13:59:10Z, Good, Raw, Double, 397.04
2011-01-01T13:59:20Z, 2011-01-01T13:59:20Z, Good, Raw, Double, 69.16
2011-01-01T13:59:30Z, 2011-01-01T13:59:30Z, Good, Raw, Double, 804.79
2011-01-01T13:59:40Z, 2011-01-01T13:59:40Z, Good, Raw, Double, 761.11
2011-01-01T13:59:50Z, 2011-01-01T13:59:50Z, Good, Raw, Double, 831.89
2011-01-01T14:00:00Z, 2011-01-01T14:00:00Z, Good, Raw, Double, 131.94
2011-01-01T14:00:10Z, 2011-01-01T14:00:10Z, Good, Raw, Double, 491.10
2011-01-01T14:00:20Z, 2011-01-01T14:00:20Z, Good, Raw, Double, 707.02
2011-01-01T14:00:30Z, 2011-01-01T14:00:30Z, Good, Raw, Double, 818.92
2011-01-01T14:00:40Z, 2011-01-01T14:00:40Z, Good, Raw, Double, 105.52
2011-01-01T14:00:50Z, 2011-01-01T14:00:50Z, Good, Raw, Double, 536.19
2011-01-01T14:01:00Z, 2011-01-01T14:01:00Z, Good, Raw, Double, 720.15
2011-01-01T14:01:10Z, 2011-01-01T14:01:10Z, Good, Raw, Double, 303.46
2011-01-01T14:01:20Z, 2011-01-01T14:01:20Z, Good, Raw, Double, 681.48
2011-01-01T14:01:30Z, 2011-01-01T14:01:30Z, Good, Raw, Double, 955.59
2011-01-01T14:01:40Z, 2011-01-01T14:01:40Z, Good, Raw, Double, 232.67
2011-01-01T14:01:50Z, 2011-01-01T14:01:50Z, Good, Raw, Double, 222.34
2011-01-01T14:02:00Z, 2011-01-01T14:02:00Z, Good, Raw, Double, 23.13
2011-01-01T14:02:10Z, 2011-01-01T14:02:10Z, Good, Raw, Double, 306.77
2011-01-01T14:02:20Z, 2011-01-01T14:02:20Z, Good, Raw, Double, 116.45
2011-01-01T14:02:30Z, 2011-01-01T14:02:30Z, Good, Raw, Double, 162.19
2011-01-01T14:02:40Z, 2011-01-01T14:02:40Z, Good, Raw, Double, 509.40
2011-01-01T14:02:50Z, 2011-01-01T14:02:50Z, Good, Raw, Double, 468.35
2011-01-01T14:03:00Z, 2011-01-01T14:03:00Z, Good, Raw, Double, 541.07
2011-01-01T14:03:10Z, 2011-01-01T14:03:10Z, Good, Raw, Double, 892.30
2011-01-01T14:03:20Z, 2011-01-01T14:03:20Z, Good, Raw, Double, 508.37
2011-01-01T14:03:30Z, 2011-01-01T14:03:30Z, Good, Raw, Double, 98.60
2011-01-01T14:03:40Z, 2011-01-01T14:03:40Z, Good, Raw, Double, 991.36
2011-01-01T14:03:50Z, 2011-01-01T14:03:50Z, Good, Raw, Double, 907.33
2011-01-01T14:04:00Z, 2011-01-01T14:04:00Z, Good, Raw, Double, 736.70
2011-01-01T14:04:10Z, 2011-01-01T14:04:10Z, Good, Raw, Double, 800.62
2011-01-01T14:04:20Z, 2011-01-01T14:04:20Z, Good, Raw, Double, 225.66
2011-01-01T14:04:30Z, 2011-01-01T14:04:30Z, Good, Raw, Double, 922.42
2011-01-01T14:04:40Z, 2011-01-01T14:04:40Z, Good, Raw, Double, 103.28
2011-01-01T14:04:50Z, 2011-01-01T14:04:50Z, Good, Raw, Double, 797.55
2011-01-01T14:05:00Z, 2011-01-01T14:05:00Z, Good, Raw, Double, 871.95
2011-01-01T14:05:10Z, 2011-01-01T14:05:10Z, Good, Raw, Double, 519.86
2011-01-01T14:05:20Z, 2011-01-01T14:05:20Z, Good, Raw, Double, 40.15
2011-01-01T14:05:30Z, 2011-01-01T14:05:30Z, Good, Raw, Double, 646.41
2011-01-01T14:05:40Z, 2011-01-01T14:05:40Z, Good, Raw, Double, 154.61
2011-01-01T14:05:50Z, 2011-01-01T14:05:50Z, Good, Raw, Double, 191.93
2011-01-01T14:06:00Z, 2011-01-01T14:06:00Z, Good, Raw, Double, 608.81
2011-01-01T14:06:10Z, 2011-01-01T14:06:10Z, Good, Raw, Double, 996.30
2011-01-01T14:06:20Z, 2011-01-01T14:06:20Z, Good, Raw, Double, 721.91
2011-01-01T14:06:30Z, 2011-01-01T14:06:30Z, Good, Raw, Double, 709.70
2011-01-01T14:06:40Z, 2011-01-01T14:06:40Z, Good, Raw, Double, 250.67
2011-01-01T14:06:50Z, 2011-01-01T14:06:50Z, Good, Raw, Double, 301.52
2011-01-01T14:07:00Z, 2011-01-01T14:07:00Z, Good, Raw, Double, 176.16
2011-01-01T14:07:10Z, 2011-01-01T14:07:10Z, Good, Raw, Double, 390.11
2011-01-01T14:07:20Z, 2011-01-01T14:07:20Z, Good, Raw, Double, 103.50
2011-01-01T14:07:30Z, 2011-01-01T14:07:30Z, Good, Raw, Double, 286.65
2011-01-01T14:07:40Z, 2011-01-01T14:07:40Z, Good, Raw, Double, 489.71
2011-01-01T14:07:50Z, 2011-01-01T14:07:50Z, Good, Raw, Double, 70.49
2011-01-01T14:08:00Z, 2011-01-01T14:08:00Z, Good, Raw, Double, 739.35
2011-01-01T14:08:10Z, 2011-01-01T14:08:10Z, Good, Raw, Double, 297.10
2011-01-01T14:08:20Z, 2011-01-01T14:08:20Z, Good, Raw, Double, 532.59
2011-01-01T14:08:30Z, 2011-01-01T14:08:30Z, Good, Raw, Double, 968.33
2011-01-01T14:08:40Z, 2011-01-01T14:08:40Z, Good, Raw, Double, 261.92
2011-01-01T14:08:50Z, 2011-01-01T14:08:50Z, Good, Raw, Double, 835.29
2011-01-01T14:09:00Z, 2011-01-01T14:09:00Z, Good, Raw, Double, 685.78
2011-01-01T14:09:10Z, 2011-01-01T14:09:10Z, Good, Raw, Double, 107.18
2011-01-01T14:09:20Z, 2011-01-01T14:09:20Z, Good, Raw, Double, 728.09
2011-01-01T14:09:30Z, 2011-01-01T14:09:30Z, Good, Raw, Double, 491.11
2011-01-01T14:09:40Z, 2011-01-01T14:09:40Z, Good, Raw, Double, 396.98
2011-01-01T14:09:50Z, 2011-01-01T14:09:50Z, Good, Raw, Double, 156.30
2011-01-01T14:10:00Z, 2011-01-01T14:10:00Z, Good, Raw, Double, 111.37
2011-01-01T14:10:10Z, 2011-01-01T14:10:10Z, Good, Raw, Double, 824.72
2011-01-01T14:10:20Z, 2011-01-01T14:10:20Z, Good, Raw, Double, 441.24
2011-01-01T14:10:30Z, 2011-01-01T14:10:30Z, Good, Raw, Double, 226.67
2011-01-01T14:10:40Z, 2011-01-01T14:10:40Z, Good, Raw, Double, 421.29
2011-01-01T14:10:50Z, 2011-01-01T14:10:50Z, Good, Raw, Double, 0.59
2011-01-01T14:11:00Z, 2011-01-01T14:11:00Z, Good, Raw, Double, 812.21
2011-01-01T14:11:10Z, 2011-01-01T14:11:10Z, Good, Raw, Double, 305.24
2011-01-01T14:11:20Z, 2011-01-01T14:11:20Z, Good, Raw, Double, 1.33
2011-01-01T14:11:30Z, 2011-01-01T14:11:30Z, Good, Raw, Double, 276.27
2011-01-01T14:11:40Z, 2011-01-01T14:11:40Z, Good, Raw, Double, 878.84
2011-01-01T14:11:50Z, 2011-01-01T14:11:50Z, Good, Raw, Double, 515.71
2011-01-01T14:12:00Z, 2011-01-01T14:12:00Z, Good, Raw, Double, 889.00
2011-01-01T14:12:10Z, 2011-01-01T14:12:10Z, Good, Raw, Double, 373.95
2011-01-01T14:12:20Z, 2011-01-01T14:12:20Z, Good, Raw, Double, 11.76
2011-01-01T14:12:30Z, 2011-01-01T14:12:30Z, Good, Raw, Double, 861.63
2011-01-01T14:12:40Z, 2011-01-01T14:12:40Z, Good, Raw, Double, 46.31
2011-01-01T14:12:50Z, 2011-01-01T14:12:50Z, Good, Raw, Double, 175.04
2011-01-01T14:13:00Z, 2011-01-01T14:13:00Z, Good, Raw, Double, 217.69
2011-01-01T14:13:10Z, 2011-01-01T14:13:10Z, Good, Raw, Double, 92.75
2011-01-01T14:13:20Z, 2011-01-01T14:13:20Z, Good, Raw, Double, 807.66
2011-01-01T14:13:30Z, 2011-01-01T14:13:30Z, Good, Raw, Double, 157.61
2011-01-01T14:13:40Z, 2011-01-01T14:13:40Z, Good, Raw, Double, 909.33
2011-01-01T14:13:50Z, 2011-01-01T14:13:50Z, Good, Raw, Double, 562.80
2011-01-01T14:14:00Z, 2011-01-01T14:14:00Z, Good, Raw, Double, 938.24
2011-01-01T14:14:10Z, 2011-01-01T14:14:10Z, Good, Raw, Double, 409.32
2011-01-01T14:14:20Z, 2011-01-01T14:14:20Z, Good, Raw, Double, 844.48
2011-01-01T14:14:30Z, 2011-01-01T14:14:30Z, Good, Raw, Double, 823.01
2011-01-01T14:14:40Z, 2011-01-01T14:14:40Z, Good, Raw, Double, 935.87
2011-01-01T14:14:50Z, 2011-01-01T14:14:50Z, Good, Raw, Double, 12.88
2011-01-01T14:15:00Z, 2011-01-01T14:15:00Z, Good, Raw, Double, 51.36
2011-01-01T14:15:10Z, 2011-01-01T14:15:10Z, Good, Raw, Double, 124.46
2011-01-01T14:15:20Z, 2011-01-01T14:15:20Z, Good, Raw, Double, 625.69
2011-01-01T14:15:30Z, 2011-01-01T14:15:30Z, Good, Raw, Double, 948.68
2011-01-01T14:15:40Z, 2011-01-01T14:15:40Z, Good, Raw, Double, 812.87
2011-01-01T14:15:50Z, 2011-01-01T14:15:50Z, Good, Raw, Double, 176.19
2011-01-01T14:16:00Z, 2011-01-01T14:16:00Z, Good, Raw, Double, 796.51
2011-01-01T14:16:10Z, 2011-01-01T14:16:10Z, Good, Raw, Double, 891.17
2011-01-01T14:16:20Z, 2011-01-01T14:16:20Z, Good, Raw, Double, 250.83
2011-01-01T14:16:30Z, 2011-01-01T14:16:30Z, Good, Raw, Double, 921.29
2011-01-01T14:16:40Z, 2011-01-01T14:16:40Z, Good, Raw, Double, 675.19
2011-01-01T14:16:50Z, 2011-01-01T14:16:50Z, Good, Raw, Double, 836.30
2011-01-01T14:17:00Z, 2011-01-01T14:17:00Z, Good, Raw, Double, 372.81
2011-01-01T14:17:10Z, 2011-01-01T14:17:10Z, Good, Raw, Double, 926.79
2011-01-01T14:17:20Z, 2011-01-01T14:17:20Z, Good, Raw, Double, 816.98
2011-01-01T14:17:30Z, 2011-01-01T14:17:30Z, Good, Raw, Double, 360.77
2011-01-01T14:17:40Z, 2011-01-01T14:17:40Z, Good, Raw, Double, 230.43
2011-01-01T14:17:50Z, 2011-01-01T14:17:50Z, Good, Raw, Double, 47.03
2011-01-01T14:18:00Z, 2011-01-01T14:18:00Z, Good, Raw, Double, 273.50
2011-01-01T14:18:10Z, 2011-01-01T14:18:10Z, Good, Raw, Double, 171.14
2011-01-01T14:18:20Z, 2011-01-01T14:18:20Z, Good, Raw, Double, 106.24
2011-01-01T14:18:30Z, 2011-01-01T14:18:30Z, Good, Raw, Double, 570.39
2011-01-01T14:18:40Z, 2011-01-01T14:18:40Z, Good, Raw, Double, 424.50
2011-01-01T14:18:50Z, 2011-01-01T14:18:50Z, Good, Raw, Double, 244.13
2011-01-01T14:19:00Z, 2011-01-01T14:19:00Z, Good, Raw, Double, 154.23
2011-01-01T14:19:10Z, 2011-01-01T14:19:10Z, Good, Raw, Double, 922.51
2011-01-01T14:19:20Z, 2011-01-01T14:19:20Z, Good, Raw, Double, 971.10
2011-01-01T14:19:30Z, 2011-01-01T14:19:30Z, Good, Raw, Double, 288.24
2011-01-01T14:19:40Z, 2011-01-01T14:19:40Z, Good, Raw, Double, 718.27
2011-01-01T14:19:50Z, 2011-01-01T14:19:50Z, Good, Raw, Double, 482.44
2011-01-01T14:20:00Z, 2011-01-01T14:20:00Z, Good, Raw, Double, 56.01
2011-01-01T14:20:10Z, 2011-01-01T14:20:10Z, Good, Raw, Double, 794.38
2011-01-01T14:20:20Z, 2011-01-01T14:20:20Z, Good, Raw, Double, 942.10
2011-01-01T14:20:30Z, 2011-01-01T14:20:30Z, Good, Raw, Double, 345.67
2011-01-01T14:20:40Z, 2011-01-01T14:20:40Z, Good, Raw, Double, 619.53
2011-01-01T14:20:50Z, 2011-01-01T14:20:50Z, Good, Raw, Double, 7.21
2011-01-01T14:21:00Z, 2011-01-01T14:21:00Z, Good, Raw, Double, 564.73
2011-01-01T14:21:10Z, 2011-01-01T14:21:10Z, Good, Raw, Double, 981.80
2011-01-01T14:21:20Z, 2011-01-01T14:21:20Z, Good, Raw, Double, 51.35
2011-01-01T14:21:30Z, 2011-01-01T14:21:30Z, Good, Raw, Double, 527.77
2011-01-01T14:21:40Z, 2011-01-01T14:21:40Z, Good, Raw, Double, 606.93
2011-01-01T14:21:50Z, 2011-01-01T14:21:50Z, Good, Raw, Double, 269.21
2011-01-01T14:22:00Z, 2011-01-01T14:22:00Z, Good, Raw, Double, 406.71
2011-01-01T14:22:10Z, 2011-01-01T14:22:10Z, Good, Raw, Double, 539.04
2011-01-01T14:22:20Z, 2011-01-01T14:22:20Z, Good, Raw, Double, 975.67
2011-01-01T14:22:30Z, 2011-01-01T14:22:30Z, Good, Raw, Double, 248.31
2011-01-01T14:22:40Z, 2011-01-01T14:22:40Z, Good, Raw, Double, 172.34
2011-01-01T14:22:50Z, 2011-01-01T14:22:50Z, Good, Raw, Double, 37.59
2011-01-01T14:23:00Z, 2011-01-01T14:23:00Z, Good, Raw, Double, 741.74
2011-01-01T14:23:10Z, 2011-01-01T14:23:10Z, Good, Raw, Double, 675.18
2011-01-01T14:23:20Z, 2011-01-01T14:23:20Z, Good, Raw, Double, 829.38
2011-01-01T14:23:30Z, 2011-01-01T14:23:30Z, Good, Raw, Double, 978.83
2011-01-01T14:23:40Z, 2011-01-01T14:23:40Z, Good, Raw, Double, 262.27
2011-01-01T14:23:50Z, 2011-01-01T14:23:50Z, Good, Raw, Double, 444.05
2011-01-01T14:24:00Z, 2011-01-01T14:24:00Z, Good, Raw, Double, 28.71
2011-01-01T14:24:10Z, 2011-01-01T14:24:10Z, Good, Raw, Double, 504.25
2011-01-01T14:24:20Z, 2011-01-01T14:24:20Z, Good, Raw, Double, 623.13
2011-01-01T14:24:30Z, 2011-01-01T14:24:30Z, Good, Raw, Double, 745.72
2011-01-01T14:24:40Z, 2011-01-01T14:24:40Z, Good, Raw, Double, 709.80
2011-01-01T14:24:50Z, 2011-01-01T14:24:50Z, Good, Raw, Double, 602.01
2011-01-01T14:25:00Z, 2011-01-01T14:25:00Z, Good, Raw, Double, 177.00
2011-01-01T14:25:10Z, 2011-01-01T14:25:10Z, Good, Raw, Double, 350.34
2011-01-01T14:25:20Z, 2011-01-01T14:25:20Z, Good, Raw, Double, 140.67
2011-01-01T14:25:30Z, 2011-01-01T14:25:30Z, Good, Raw, Double, 902.78
2011-01-01T14:25:40Z, 2011-01-01T14:25:40Z, Good, Raw, Double, 120.51
2011-01-01T14:25:50Z, 2011-01-01T14:25:50Z, Good, Raw, Double, 669.32
2011-01-01T14:26:00Z, 2011-01-01T14:26:00Z, Good, Raw, Double, 762.81
2011-01-01T14:26:10Z, 2011-01-01T14:26:10Z, Good, Raw, Double, 294.62
2011-01-01T14:26:20Z, 2011-01-01T14:26:20Z, Good, Raw, Double, 286.16
2011-01-01T14:26:30Z, 2011-01-01T14:26:30Z, Good, Raw, Double, 785.59
2011-01-01T14:26:40Z, 2011-01-01T14:26:40Z, Good, Raw, Double, 389.23
2011-01-01T14:26:50Z, 2011-01-01T14:26:50Z, Good, Raw, Double, 6.33
2011-01-01T14:27:00Z, 2011-01-01T14:27:00Z, Good, Raw, Double, 61.93
2011-01-01T14:27:10Z, 2011-01-01T14:27:10Z, Good, Raw, Double, 856.20
2011-01-01T14:27:20Z, 2011-01-01T14:27:20Z, Good, Raw, Double, 794.74
2011-01-01T14:27:30Z, 2011-01-01T14:27:30Z, Good, Raw, Double, 727.02
2011-01-01T14:27:40Z, 2011-01-01T14:27:40Z, Good, Raw, Double, 406.52
2011-01-01T14:27:50Z, 2011-01-01T14:27:50Z, Good, Raw, Double, 921.82
2011-01-01T14:28:00Z, 2011-01-01T14:28:00Z, Good, Raw, Double, 333.48
2011-01-01T14:28:10Z, 2011-01-01T14:28:10Z, Good, Raw, Double, 941.61
2011-01-01T14:28:20Z, 2011-01-01T14:28:20Z, Good, Raw, Double, 155.83
2011-01-01T14:28:30Z, 2011-01-01T14:28:30Z, Good, Raw, Double, 532.33
2011-01-01T14:28:40Z, 2011-01-01T14:28:40Z, Good, Raw, Double, 768.03
2011-01-01T14:28:50Z, 2011-01-01T14:28:50Z, Good, Raw, Double, 966.25
2011-01-01T14:29:00Z, 2011-01-01T14:29:00Z, Good, Raw, Double, 931.52
2011-01-01T14:29:10Z, 2011-01-01T14:29:10Z, Good, Raw, Double, 672.01
2011-01-01T14:29:20Z, 2011-01-01T14:29:20Z, Good, Raw, Double, 564.02
2011-01-01T14:29:30Z, 2011-01-01T14:29:30Z, Good, Raw, Double, 358.26
2011-01-01T14:29:40Z, 2011-01-01T14:29:40Z, Good, Raw, Double, 748.45
2011-01-01T14:29:50Z, 2011-01-01T14:29:50Z, Good, Raw, Double, 230.43
